Enrollment_No,Student_Name,Surname,Gender,Department,Class,Semester,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,CGPA,HackerRank_Score,LeetCode_Problems_Solved,GitHub_Repositories,Projects_Completed,Internship_Completed,Primary_Skill,Secondary_Skill,Preferred_Domain,Preferred_Location,Expected_Salary_LPA,Communication_Skill_Rating
211,Student210,Surname210,Male,IT,4EK3,8,9.378197594140282,7.229159859705146,9.925188361988987,9.829792076152385,8.566937589194232,9.037170027673895,6.625267882835443,9.652165867559424,73,234,1,7,No,Data Science,Cloud,AI,Remote,8.76151474817051,2
212,Student211,Surname211,Male,CSE,4EK3,8,7.2764018929730225,9.212103591330653,7.026120249776991,6.035453140453876,8.685916594668829,9.871045861078247,8.951803789590368,8.288491854888825,50,160,7,5,Yes,Python,ML,Cybersecurity,Ahmedabad,12.787986489775605,4
213,Student212,Surname212,Male,ICT,4EK3,8,9.315661896602709,8.156645106701017,8.616698405896297,9.991283422727912,8.52912861455056,7.758961946031635,7.4418980205662155,6.723140602249519,98,254,6,5,No,Java,Cloud,Data Science,Hyderabad,3.7526660569735055,4
214,Student213,Surname213,Male,AI,4EK3,8,6.1480305388619705,7.245230796624014,6.7923905310389605,8.707285195429582,6.795968555837748,7.113473926650626,8.68508330091653,7.075190460120792,74,192,14,5,Yes,Data Science,DevOps,Data Science,Ahmedabad,12.785853186961631,2
215,Student214,Surname214,Male,AI,4EK3,8,8.385079513928211,8.441335133243673,8.26132101828644,9.313877197796469,7.67333545640912,9.193172788836748,7.082575767927063,6.794578307589623,59,76,2,4,Yes,Java,Cloud,Web Dev,Ahmedabad,8.937050885228443,2
216,Student215,Surname215,Male,AI,4EK3,8,6.920035349150812,8.864602696892774,7.855729946753344,7.178477585384773,9.003759193453273,7.305015672164587,6.32491853922669,6.987428110382932,65,245,4,5,No,Web Dev,ML,Cybersecurity,Remote,4.605128340924026,5
217,Student216,Surname216,Female,IT,4EK2,8,6.482267543109115,7.090496002934135,9.888021318526148,6.0572611106682395,6.405491590212637,7.197533494821393,9.970327181951053,7.225661797404145,65,257,11,4,Yes,Java,UI UX,Cybersecurity,Hyderabad,13.628422962485732,3
218,Student217,Surname217,Male,AI,4EK3,8,6.307812806516837,7.654196406101406,8.434109090785867,8.95147807424612,7.111411104358849,6.930023968831325,6.624806031722397,8.220535147012754,57,241,15,6,No,Java,Cloud,Software Dev,Bangalore,10.790745354491563,2
219,Student218,Surname218,Female,AI,4EK3,8,8.785155103512558,6.48754437334779,7.398025488347275,9.336578388002703,7.1052764338634145,6.518715912896941,9.953683975853924,8.351966517855331,78,271,18,4,Yes,AI,Cloud,Software Dev,Hyderabad,4.962548241889671,3
220,Student219,Surname219,Male,AI,4EK1,8,7.359499855072265,6.724597398138721,6.4563831395517335,8.961904527814077,7.7280757103780235,7.025852244067064,9.90911973026579,7.705998988967444,88,285,1,2,No,Web Dev,Cloud,Web Dev,Bangalore,3.4037966807883193,1
221,Student220,Surname220,Male,CSE,4EK2,8,8.899067086115046,8.72447141585993,6.604987314939738,6.571401149203354,9.921474963768741,7.421278993895551,9.175272415632158,8.461683119283341,77,207,3,9,Yes,Python,Cloud,Data Science,Hyderabad,4.693315779991791,4
222,Student221,Surname221,Male,IT,4EK2,8,6.2614253631957695,6.725753390782508,6.90126771980494,9.013711689027875,6.270010186735288,8.695976832582922,8.63769184832799,6.326299702445464,55,213,3,2,Yes,Java,ML,Software Dev,Pune,10.305575522164723,5
223,Student222,Surname222,Female,AI,4EK2,8,7.261161351322441,8.10065353466824,7.003866645361192,9.075691128430563,8.07480397752238,6.250259368877806,8.311228201004338,6.35115294823264,65,244,7,9,No,Python,Database,AI,Hyderabad,5.151554823120581,4
224,Student223,Surname223,Female,ICT,4EK3,8,8.157965169501349,8.836185046889732,9.40246423136455,8.63416206268022,6.717458728048841,6.842027758661372,9.46440618151134,6.687317841430634,69,263,1,6,Yes,Web Dev,Database,Data Science,Remote,5.709156898500337,5
225,Student224,Surname224,Female,ICT,4EK3,8,9.162892659355855,6.427507692378976,8.2448911531301,9.064463731182345,9.882706181638977,9.236094561166706,7.157758086477951,8.07230999216138,65,162,11,9,No,Java,Cloud,AI,Bangalore,3.30167670907577,1
226,Student225,Surname225,Female,ICT,4EK3,8,7.27501001172828,8.269248878515615,8.093563645497465,9.383685758710929,6.453214018909857,6.587687694335083,7.870724849939508,6.855978714793254,56,135,6,9,Yes,AI,ML,Cybersecurity,Ahmedabad,11.675168066863243,4
227,Student226,Surname226,Male,IT,4EK1,8,8.503565505748035,7.026251134805455,6.45907548747687,8.454416456949833,7.614404009446365,7.370580586090086,8.477559877466007,7.133137613970309,90,163,3,3,Yes,Data Science,ML,Data Science,Remote,12.724372797113245,1
228,Student227,Surname227,Female,IT,4EK3,8,9.543910992944749,9.851707500950319,9.44055877339774,6.354418855878716,8.951539939338424,9.45863568743256,7.644761903477964,7.601251344691976,63,298,19,1,Yes,AI,Cloud,Web Dev,Bangalore,12.562178121265479,5
229,Student228,Surname228,Male,ICT,4EK1,8,8.463452752729218,7.9341825868796985,8.891257212833935,7.9505112386688435,8.818217712109782,6.61970124457377,7.709945816361072,9.24746449604152,92,291,2,1,No,AI,DevOps,Cybersecurity,Bangalore,4.53081781637141,2
230,Student229,Surname229,Male,AI,4EK2,8,6.9318378990145355,9.223970199100632,6.270673447600006,6.310597338686421,7.690914547575729,6.33094734247276,7.321138670008338,6.0554485436514405,75,296,18,3,No,Data Science,Cloud,Cybersecurity,Ahmedabad,13.839613528665112,4
231,Student230,Surname230,Female,IT,4EK3,8,6.0976031262261525,8.200906168625046,8.831340388919074,7.630172124129723,7.386096671810873,7.938151980320043,8.256927266738144,8.597515280946489,75,173,12,5,No,Data Science,DevOps,AI,Pune,11.06734595368896,1
232,Student231,Surname231,Female,ICT,4EK1,8,9.48039549560372,6.173650131419277,8.174152869370584,7.628425956502511,7.590449514211482,7.209678045114146,9.402298112060464,8.675506124162741,63,98,10,3,No,Data Science,Cloud,Cybersecurity,Remote,13.770343468522373,4
233,Student232,Surname232,Female,ICT,4EK1,8,6.085077643401549,8.53260550237609,6.3269013829871135,6.264039376560966,7.057105052634557,8.253633457935416,6.806113512025251,9.194623121426545,56,125,5,9,No,Java,DevOps,Software Dev,Ahmedabad,8.365926054367963,4
234,Student233,Surname233,Female,AI,4EK3,8,9.498806690736798,9.805613368826627,7.833202566114625,7.395282135877917,6.821331754827199,9.2152195619339,9.737732155013767,9.731011756241253,82,104,9,9,Yes,Python,DevOps,Data Science,Ahmedabad,8.243458333004373,4
235,Student234,Surname234,Female,CSE,4EK2,8,8.115748536108848,8.406447280585326,7.9387851485201875,6.443992395165259,7.93215879023556,6.548593952610973,8.756350614992918,6.080551395797159,75,262,2,3,Yes,Python,Cloud,Software Dev,Pune,12.414438224218744,3
236,Student235,Surname235,Female,IT,4EK2,8,9.756270794051584,9.27675543770716,6.663098160653103,9.232940840036889,7.074135024270429,8.32279633821714,9.293092850720122,6.615134822052864,94,105,2,3,No,Data Science,DevOps,AI,Remote,4.119574265720923,1
237,Student236,Surname236,Female,AI,4EK2,8,9.195132943094661,9.536825853393632,9.78279258800113,9.790752103857884,7.1498466595890005,8.022035041559455,8.224762770520046,9.544685176223972,69,245,6,5,Yes,AI,UI UX,AI,Ahmedabad,9.250488439618628,1
238,Student237,Surname237,Female,ICT,4EK1,8,9.99173644213335,6.91231908779573,9.399901485922648,6.289265901031754,8.627024253898227,6.576315144052798,9.118066805696253,7.8340742487480615,52,144,10,2,Yes,Web Dev,Database,Data Science,Pune,13.036610827574709,4
239,Student238,Surname238,Male,ICT,4EK1,8,7.402847261806841,6.848179359632907,8.676089349316433,9.820460829166805,9.874149326799568,8.49599394211593,6.064801589357868,8.258362555733854,53,93,18,6,Yes,Data Science,ML,Cybersecurity,Remote,12.962310756834857,2
240,Student239,Surname239,Female,AI,4EK1,8,9.068753155724508,8.443923955403967,7.849182244002429,8.09030639734698,8.414548802237501,7.094561671443087,9.273521699118142,8.652108814892589,75,208,12,7,Yes,AI,DevOps,Web Dev,Hyderabad,14.473594276108429,4
241,Student240,Surname240,Female,IT,4EK1,8,7.607723654436969,7.644113879226818,7.647062166338034,7.198262711815495,6.307917868259866,7.9513372741760495,6.1605554363414665,8.716266417982549,60,235,4,9,No,AI,DevOps,AI,Bangalore,11.379271122366557,3
242,Student241,Surname241,Male,CSE,4EK2,8,7.919502481215636,9.35944521146688,8.603893868603816,6.307448301104654,6.302334455416268,6.329089297108247,9.55965350545145,9.726961613266033,51,136,17,6,Yes,Java,ML,Data Science,Pune,5.49324755327674,5
243,Student242,Surname242,Female,CSE,4EK3,8,8.51002185287348,9.600092493592044,8.181727477627621,8.00249707228167,9.805692883382264,7.838336228854493,9.967850988954574,9.987797669646678,63,295,15,3,No,Java,DevOps,Web Dev,Bangalore,3.24336377873497,3
244,Student243,Surname243,Male,ICT,4EK1,8,9.494708456745355,7.413685517210872,6.249092423527543,9.178062177962994,7.1891631612293345,7.225853872171282,7.176269848707111,8.88062984372376,93,230,6,5,No,Python,ML,Cybersecurity,Hyderabad,8.752989583525224,2
245,Student244,Surname244,Male,IT,4EK1,8,9.93633387679718,6.947482235897928,8.050010595081327,8.828345909066792,6.368267944329902,9.289524844741418,6.841274225143175,7.148884836820603,79,133,16,4,Yes,Python,Cloud,AI,Ahmedabad,9.164446387470667,4
246,Student245,Surname245,Female,CSE,4EK2,8,9.073093655458074,9.122102060975447,9.225614468931358,6.200904045855895,8.396178348601527,6.227914907989473,9.061453455432163,9.519009609177374,98,256,17,5,No,Web Dev,UI UX,Data Science,Ahmedabad,5.883151013987177,1
247,Student246,Surname246,Male,IT,4EK3,8,7.6710671286693355,7.099224142192544,7.836959510387832,6.2916073414716145,8.494595113161065,7.67442909967332,7.0121053636810124,6.196883658163046,61,200,3,8,Yes,Web Dev,UI UX,Data Science,Remote,4.496369365483238,4
248,Student247,Surname247,Male,IT,4EK3,8,7.68542800910828,9.290457274054713,6.207826310217074,7.611493130530548,8.594019280474752,7.833725696525752,9.462249532688814,6.924323411497985,75,205,10,8,Yes,Web Dev,Database,Data Science,Pune,10.034497994286108,2
249,Student248,Surname248,Male,ICT,4EK2,8,8.950329206355566,7.694953014595051,9.145112797536132,7.181161976191773,7.069608111430165,8.900024305196474,6.411370368629907,9.58954286985486,93,65,5,6,Yes,Web Dev,DevOps,AI,Pune,12.171068088289696,1
250,Student249,Surname249,Male,CSE,4EK2,8,6.955108583073209,8.670199597165881,6.805455128543898,6.929537292224191,6.0604427368579,8.297150300360844,6.5038207855174335,7.02476605775742,82,214,14,1,No,AI,Database,Web Dev,Remote,14.917849243081927,3
251,Student250,Surname250,Female,AI,4EK3,8,6.441896452525579,6.382141255338673,7.034483339552155,7.124017995634855,9.860061477817887,8.668849348776725,9.916606220402462,6.882604238486994,62,198,13,8,No,AI,Cloud,Data Science,Bangalore,12.099631406526221,5
252,Student251,Surname251,Male,ICT,4EK1,8,7.418488630563106,8.495437298706292,6.658825413729184,9.213930973187539,7.00357218276441,9.108197142607025,8.695355593080018,6.552501172560989,63,256,6,8,No,Python,UI UX,Cybersecurity,Ahmedabad,12.523588971066971,5
253,Student252,Surname252,Female,CSE,4EK3,8,7.148955966616327,7.8070707149489165,7.32086025948599,9.716912214527415,8.70410515221019,9.448811894632755,9.387548897715812,9.436447030587665,73,194,12,2,Yes,Java,Cloud,Data Science,Ahmedabad,10.39753053874557,4
254,Student253,Surname253,Male,CSE,4EK2,8,7.18523248182396,8.346433852701896,9.02700602275454,7.620410778110266,8.826519479514838,7.2555019868898825,7.2973175094060725,8.000233036764346,83,291,8,4,Yes,Java,Cloud,Web Dev,Pune,14.831071907640213,3
255,Student254,Surname254,Male,CSE,4EK1,8,6.93443100419964,6.672056830979454,8.077543438015748,9.624444008529988,8.440029668317942,8.152090821455612,8.705934998082418,8.69957281221662,93,86,5,2,Yes,Data Science,DevOps,AI,Pune,10.679476621374846,2
256,Student255,Surname255,Male,CSE,4EK1,8,6.1683727585454475,8.947494979776728,6.819525096602851,7.285982804991528,7.251629576854593,9.3604323137568,8.376967309234388,6.956265536300119,75,126,15,4,No,AI,Cloud,Data Science,Remote,13.323039436796453,5
257,Student256,Surname256,Male,CSE,4EK2,8,6.071495738933655,9.451188310172913,9.511320312608163,7.9057479453751665,7.084385015056263,9.957804523860226,8.412600480491788,9.032161684044866,70,196,16,7,Yes,Web Dev,UI UX,Data Science,Hyderabad,14.349415754891469,3
258,Student257,Surname257,Female,IT,4EK2,8,9.950889558944127,6.866959200363103,9.518327419806116,6.904115991263999,8.390673130810812,9.558077244175053,8.730129838150887,9.040022179848394,77,207,1,9,Yes,Web Dev,Database,Cybersecurity,Bangalore,14.158302006006732,4
259,Student258,Surname258,Female,ICT,4EK2,8,7.711092534943449,6.382858222080647,9.482313700184028,8.561904168703375,9.464382534446766,7.485869050497508,8.301436692516393,7.250392099633201,97,94,16,8,No,Data Science,UI UX,Cybersecurity,Hyderabad,7.576984125400278,1
260,Student259,Surname259,Male,IT,4EK3,8,7.537306588638726,6.094554344185346,6.955184845526157,9.915924460699236,9.786934915693582,6.780666068874602,7.716249477210663,7.642730532041131,85,195,5,9,No,Java,DevOps,Data Science,Hyderabad,3.943944699771104,4
261,Student260,Surname260,Male,AI,4EK3,8,8.71858913077228,8.567886001773065,7.804957376723952,8.413972384173515,6.423623217615031,7.9575701496263544,7.103690777522187,6.838761109720803,89,255,3,8,No,Web Dev,UI UX,Data Science,Pune,5.0624844304709615,4
262,Student261,Surname261,Female,CSE,4EK1,8,6.873015551460257,8.428376144355124,9.9399586245635,7.4312563364541955,6.619314450390879,8.96656580734417,9.074325323652808,9.906244093291617,51,111,15,2,Yes,Java,ML,Cybersecurity,Pune,3.7106796647592897,3
263,Student262,Surname262,Male,ICT,4EK2,8,9.799844735800901,8.18678965085628,9.088049905239961,8.591269783962113,9.778945035132319,7.97027628301319,6.905089720012745,8.582410308233646,91,213,13,7,Yes,Data Science,Database,Web Dev,Pune,4.26476321794968,5
264,Student263,Surname263,Male,CSE,4EK1,8,9.145380057662209,6.927788384463902,6.108669684902239,6.49168271386155,8.946140913339171,7.932723453254674,8.769417224617657,9.738175522862061,58,149,16,2,Yes,Java,ML,Software Dev,Hyderabad,5.215814950724372,3
265,Student264,Surname264,Male,ICT,4EK1,8,6.357644009249038,7.563623983622058,6.260818365041969,9.554636321061594,9.531975299319093,9.352921684327203,6.933331290597307,7.213542174516533,72,261,11,2,No,Java,ML,Software Dev,Bangalore,7.093131799048821,1
266,Student265,Surname265,Female,IT,4EK1,8,7.670323103139713,8.377905340744693,7.855725507249331,8.012335803119345,6.810530536541373,7.445615116268746,8.501320679817816,9.12756365198756,64,101,2,4,No,Java,DevOps,Data Science,Pune,9.52247575890091,3
267,Student266,Surname266,Female,ICT,4EK1,8,9.516473230248659,7.9870674354366775,9.63688082344624,7.797398968158568,8.350343484437607,9.439178699246582,8.988313068516115,9.063434575538968,62,68,6,1,No,Web Dev,Cloud,Cybersecurity,Ahmedabad,11.540184712261032,2
268,Student267,Surname267,Female,AI,4EK2,8,9.77892808916564,9.95114208085955,8.154807191810857,8.343459153814077,8.804558377669895,7.627219203806894,6.874855555626157,8.766622607466166,72,158,6,5,No,Python,ML,AI,Bangalore,5.531128033278144,4
269,Student268,Surname268,Male,AI,4EK1,8,7.869606044999479,6.5457590102269325,7.991250032137161,8.49913545115761,8.720447541787891,7.312932422713358,6.239773203445234,9.862555901067202,66,93,14,6,Yes,AI,UI UX,AI,Ahmedabad,11.070268850857673,5
270,Student269,Surname269,Male,ICT,4EK2,8,8.453645556842831,8.780578216190374,6.421894799826522,6.287103224906052,7.632606763466793,7.815959644798796,6.523894971976697,7.574221344425262,97,56,11,9,Yes,Java,Cloud,Software Dev,Bangalore,11.451108894029035,1
271,Student270,Surname270,Female,ICT,4EK2,8,6.668135784368301,7.6172750724171685,8.627120418897176,8.73046888489361,6.061579566765234,9.049787834699474,8.423987869084101,6.52286929435903,51,298,8,8,Yes,Java,UI UX,Web Dev,Pune,9.703468042394274,4
272,Student271,Surname271,Female,ICT,4EK3,8,9.964674504547906,7.712798459702459,9.288412642400901,6.967726721262118,8.331704227217053,6.504008111455978,9.397785624902943,8.686835436976242,69,221,8,2,Yes,Java,UI UX,Software Dev,Remote,13.843414437584528,3
273,Student272,Surname272,Female,ICT,4EK2,8,6.926686805533773,8.870391062632706,7.521680030030249,8.855810530026359,7.012406156718435,6.785676863488069,6.1799872849416975,8.917239201908824,69,166,1,1,Yes,Python,Cloud,Data Science,Pune,4.331937767061728,2
274,Student273,Surname273,Female,AI,4EK3,8,9.770927096540502,8.769744605297479,9.10244740370131,9.290139177536787,7.801016984571561,9.805779302652368,8.936605036166585,8.30024229383526,95,117,7,2,Yes,Data Science,Cloud,Web Dev,Hyderabad,5.125457491229033,3
275,Student274,Surname274,Male,CSE,4EK2,8,8.598586595969474,9.965023974808753,9.857906615603246,9.21583403021008,9.830324060335268,6.7019665095254295,7.3652745838002085,6.827271572533585,52,83,6,7,Yes,Web Dev,UI UX,AI,Hyderabad,8.143977892673817,4
276,Student275,Surname275,Female,ICT,4EK2,8,8.430947179515437,6.513577157816501,6.815065836510756,8.210003869631556,7.596141270569738,8.270909271724218,7.91411347967809,8.017823766677422,61,243,8,4,Yes,Python,DevOps,Cybersecurity,Bangalore,4.520552822810867,1
277,Student276,Surname276,Male,ICT,4EK2,8,8.050754044066034,6.416438597536665,8.093318524778965,8.080679569243005,9.359206426657707,8.31725786664775,9.715438199382262,7.248758946276517,89,118,19,5,No,Java,Database,Cybersecurity,Hyderabad,9.79555372468905,5
278,Student277,Surname277,Female,AI,4EK3,8,6.922679246871034,8.897355268514964,7.148551832338303,6.571503845357647,6.7541624229970045,7.958497848200979,7.327886018943381,7.709866112666756,51,104,8,7,No,Python,Database,Data Science,Pune,7.7808055993130925,4
279,Student278,Surname278,Male,AI,4EK3,8,6.706112128022033,8.313547668025636,9.171417676135357,9.101384601612542,8.689841992100115,8.578980994307274,7.861347735757944,8.580874303378655,85,59,14,3,Yes,Python,DevOps,Software Dev,Ahmedabad,6.415149534431022,1
280,Student279,Surname279,Female,IT,4EK1,8,6.881944836280701,7.096642666239223,8.31037346352463,7.0856375217868575,9.908027817755773,6.919306903190474,6.054729659042724,8.980858970763338,63,273,18,2,No,Python,Cloud,Data Science,Pune,5.039877756211647,4
281,Student280,Surname280,Female,ICT,4EK3,8,6.7457530485770185,6.317677475955946,8.538329670201215,7.986781691271786,6.407572403491747,8.210649071106992,6.326394880019354,6.928898763605373,65,91,16,7,Yes,Data Science,UI UX,Cybersecurity,Bangalore,7.024058860178524,2
282,Student281,Surname281,Female,IT,4EK3,8,9.118337894267013,6.342632998385723,9.191656638463577,7.137096371710067,6.033279768908768,7.488693020987588,7.034366364539136,7.621301442587813,68,90,9,5,Yes,AI,Database,AI,Hyderabad,10.295512209988104,3
283,Student282,Surname282,Female,AI,4EK3,8,7.40050103666692,9.576763498656472,7.5838818906498195,6.535313451998773,7.734331170530457,8.646669038516755,6.111408963284298,7.076646283966516,83,254,15,1,No,Web Dev,UI UX,Cybersecurity,Ahmedabad,9.90942253067294,5
284,Student283,Surname283,Male,AI,4EK3,8,6.2313707062535855,6.767469298874971,9.660360273628173,8.518230787566946,6.370501932205469,6.564894173492598,8.525501304193003,6.7945264554474765,93,280,10,1,Yes,Data Science,DevOps,Web Dev,Remote,4.963488002522806,1
285,Student284,Surname284,Female,CSE,4EK1,8,9.876410520563246,7.293486248462083,8.13211546898456,6.217328139291615,8.993537398704925,8.283509667357905,7.70559342720649,9.133548879983353,95,246,16,9,Yes,Data Science,UI UX,Cybersecurity,Ahmedabad,4.4990377288876005,5
286,Student285,Surname285,Male,ICT,4EK3,8,9.535143539853703,6.906625608907952,6.631819291341392,8.9945809365048,9.658194655394237,6.741081421533295,8.192580810912087,9.63701077774797,55,171,4,5,Yes,AI,DevOps,Cybersecurity,Ahmedabad,3.3201211513064703,5
287,Student286,Surname286,Male,IT,4EK2,8,9.711009132780852,7.41998522332775,8.78359647267521,7.270347181044467,7.736083890835035,7.114572252460146,6.698588743585319,7.480928742738307,62,187,13,1,Yes,Data Science,Cloud,Web Dev,Pune,3.149107125527187,5
288,Student287,Surname287,Male,AI,4EK2,8,9.979631290585742,6.2776953709843735,9.173045401753019,6.000538772017942,7.034846568621764,6.874839201294333,7.1837281177464645,9.005115697495068,85,59,5,7,Yes,Python,DevOps,Software Dev,Remote,13.557725228636222,1
289,Student288,Surname288,Male,AI,4EK3,8,6.695580996877949,8.076239163633081,7.267046708270106,8.044516556948919,7.737613276026439,6.731351119475269,8.6552978994109,9.587981157457644,71,151,7,9,Yes,Python,DevOps,Cybersecurity,Bangalore,3.541066272064679,1
290,Student289,Surname289,Female,IT,4EK3,8,7.584968075610635,6.27045025436886,9.428717027995011,6.1874076341104125,8.893791271400005,9.302843806242668,9.8612108945216,9.384496842120926,67,268,9,1,Yes,Java,Database,Data Science,Bangalore,11.774653318478956,5
291,Student290,Surname290,Male,CSE,4EK2,8,9.032953902816365,9.201426031289447,9.624573019063066,7.104678231283598,6.036216646321484,7.142830270643561,6.201667094408837,6.731253554156904,61,237,8,4,No,Data Science,UI UX,Cybersecurity,Ahmedabad,13.463821154939485,3
292,Student291,Surname291,Male,AI,4EK2,8,8.784082472215168,6.934848327641732,7.107617949511235,8.827905949822865,8.357815957938788,9.708495127457798,9.561537283421064,9.825167526053445,79,177,16,3,No,Java,Database,Data Science,Ahmedabad,4.1766941827494914,4
293,Student292,Surname292,Male,ICT,4EK1,8,6.61558362535942,8.160047658418042,9.934085890860889,6.250758486487463,8.453166739549516,9.879706101380764,8.307524805244833,7.50670576171785,89,228,6,5,Yes,Web Dev,ML,Web Dev,Hyderabad,8.23561708599621,5
294,Student293,Surname293,Female,AI,4EK2,8,9.263332499962472,9.520316350245833,6.562846112195034,9.35735396942401,8.550752987583742,8.28504187974839,8.255678267022494,7.356962644695345,56,198,16,7,No,Python,DevOps,Cybersecurity,Remote,14.54763579809132,2
295,Student294,Surname294,Female,ICT,4EK2,8,6.897762287346643,8.603509476188776,6.80806267360996,6.015279690634332,6.968088319923509,6.572004490662906,8.001114140831042,6.249725309111121,81,185,6,8,Yes,Web Dev,ML,Web Dev,Ahmedabad,13.009663926283022,5
296,Student295,Surname295,Female,IT,4EK3,8,6.895270459290492,8.131831146205341,6.7368993569521045,6.987295476807609,8.856210893512507,7.498192973518325,6.277576343616733,7.9446946164195325,97,242,14,2,Yes,AI,Database,Web Dev,Hyderabad,8.87644838229426,1
297,Student296,Surname296,Female,ICT,4EK2,8,8.147897691573654,7.297335012461502,9.575958840031483,8.963616224608286,6.365565945327106,9.190929053392857,6.359507406944642,6.436054462563715,68,141,1,7,Yes,Python,UI UX,Software Dev,Remote,12.150853353498634,4
298,Student297,Surname297,Male,IT,4EK1,8,8.371759739366812,7.332007652232791,8.617170209299847,7.265080598917227,6.797081345867204,7.469562914788282,8.403648022636345,6.994159283709704,55,162,9,1,Yes,Web Dev,Database,Cybersecurity,Bangalore,13.000531493179967,2
299,Student298,Surname298,Male,ICT,4EK2,8,8.320344831351244,8.67794782079276,6.608417132889091,6.407569552264054,9.509880186617927,6.3480688732111545,7.363834285742233,7.267770487069125,69,280,13,7,No,AI,UI UX,Data Science,Hyderabad,7.176323558264631,4
300,Student299,Surname299,Female,IT,4EK3,8,6.3659473495910195,9.97655744488467,7.761293673473396,7.440935675201711,8.954892602906266,8.227139643712752,9.669072266310723,9.235305293966736,76,127,19,8,No,Web Dev,UI UX,Data Science,Remote,13.705835002439532,4
301,Student300,Surname300,Male,ICT,4EK3,8,9.509843450521522,8.647356759397514,8.461192100279208,7.081573145538102,6.0549822160453814,9.380483405984139,7.626362149437889,9.501954601583586,92,134,17,2,No,AI,Cloud,Cybersecurity,Hyderabad,8.64567983612588,2
302,Student301,Surname301,Male,CSE,4EK2,8,7.062400170354824,8.2311336694801,6.333856339957533,9.370847608642219,6.993505041479201,9.18370554857401,6.573125834810565,7.209865269845879,86,79,11,9,No,AI,DevOps,Software Dev,Ahmedabad,9.33368836270596,5
303,Student302,Surname302,Male,ICT,4EK3,8,6.518059685131217,8.922602040956985,9.529665473629354,7.253391670340573,6.857625931972658,6.700492560521413,8.858875334008143,9.434792484978296,97,262,8,1,Yes,Python,Database,Software Dev,Pune,14.996491653861973,5
304,Student303,Surname303,Female,ICT,4EK1,8,9.55499231947591,7.860822449134872,9.214414141766142,9.155729887104028,7.08322531214789,8.691058457649866,7.173413685764039,9.428923749479164,56,98,5,6,No,Java,UI UX,Software Dev,Bangalore,13.119635593825935,5
305,Student304,Surname304,Female,CSE,4EK1,8,9.822605992919014,6.240569370403141,8.020827094306552,9.567488579242939,6.990239081119546,6.882017053742588,8.101881229423572,9.058603801539494,54,58,10,1,Yes,AI,Database,Data Science,Ahmedabad,7.34124006927576,3
306,Student305,Surname305,Male,AI,4EK2,8,9.448510469061802,8.24918726351164,9.86850646103668,7.735269678306118,6.250105182971383,6.872830138208689,8.791331142020681,6.586780456060726,60,194,7,3,Yes,AI,Database,Web Dev,Ahmedabad,3.1241471576723994,5
307,Student306,Surname306,Female,AI,4EK2,8,9.238064298899513,9.830501138021521,7.671043917100398,9.639772575417568,7.835762066387281,9.49628709322074,9.601056444808282,8.761291387602917,64,118,10,6,No,Python,UI UX,Software Dev,Remote,10.514088885526736,2
308,Student307,Surname307,Female,ICT,4EK2,8,8.620967922556087,6.701211769430639,9.936441276145992,7.509272215852771,8.93093389914466,6.99867581096092,9.168764779206704,9.780096258322274,52,107,4,3,Yes,Java,ML,Data Science,Hyderabad,11.446961113537293,3
309,Student308,Surname308,Female,CSE,4EK3,8,8.203429482436558,8.760019563282663,8.671679995214507,9.856313665960432,8.426926898869745,7.052989386072045,8.705444271490897,8.730161915068628,54,234,9,8,No,Data Science,DevOps,Data Science,Bangalore,10.809632281720557,5
310,Student309,Surname309,Female,ICT,4EK1,8,6.347947039645641,6.803734754636226,8.538685093015765,6.357158098102292,8.69148667439232,6.002613563045198,8.718532729580573,7.326467396431336,72,111,14,5,No,Data Science,DevOps,Web Dev,Ahmedabad,14.614348213958557,3
311,Student310,Surname310,Female,IT,4EK1,8,7.633812852282794,8.143310737892325,6.66381958118314,8.748077066012971,6.324596714144956,9.482676136502072,9.783698576128346,8.002317269723324,86,272,2,2,No,Java,Cloud,Cybersecurity,Remote,13.35565232798573,2
312,Student311,Surname311,Male,IT,4EK3,8,7.490754068049256,6.3867057985868785,9.527711033218576,7.975256161827715,9.80596284070715,9.17037925283654,7.183296389986144,8.582900173404214,58,101,9,4,No,Web Dev,Cloud,Cybersecurity,Bangalore,8.385980318167782,5
313,Student312,Surname312,Female,ICT,4EK1,8,7.039015135041305,7.801483745032741,7.709958751682461,7.550595221822588,9.353967335372099,8.509315740362712,6.004448376784749,8.042281634914014,64,238,1,9,No,Python,Cloud,Software Dev,Hyderabad,3.7542898496685715,1
314,Student313,Surname313,Male,AI,4EK2,8,8.893680454754339,9.024653315580984,6.648933623129917,8.530847514994404,9.22036127398265,9.001063055755369,7.087818237592795,6.479811766923879,52,89,10,4,Yes,Java,DevOps,Software Dev,Ahmedabad,8.712705234023963,2
315,Student314,Surname314,Male,AI,4EK2,8,7.983502940315083,7.390286096955928,6.050430079903036,8.815428366537326,9.291935220167069,6.608194269697967,6.871565518506976,7.248256178608083,78,215,10,8,No,Data Science,ML,Web Dev,Ahmedabad,11.270928239544277,4
